 20      1.081     0.4566       1699
 21      1.563     0.6601       1700
 22      2.045     0.8636       1701
 23      2.527      1.067       1702
 24      3.009      1.271       1703
 25      3.491      1.474       1704
 26      3.973      1.678       1705
 27      4.455      1.881       1706
 28      4.937      2.085       1707
 29      5.419      2.288       1708
 30      5.901      2.492       1709
 31      6.383      2.695       1710
 32      6.865      2.899       1711
 33      7.347      3.102       1712
 34      7.829      3.306       1713
 35      8.311      3.509       1714
 36      8.793      3.713       1715
 37      9.275      3.917       1716
 38      9.757       4.12       1717
 39      10.24      4.324       1718
 40      10.72      4.527       1719
 41       11.2      4.731       1720
  1     -8.061     -2.882       1680
  2     -7.581      -2.71       1681
  3       -7.1     -2.538       1682
  4      -6.62     -2.366       1683
  5     -6.139     -2.194       1684
  6     -5.658     -2.023       1685
  7     -5.178     -1.851       1686
  8     -4.697     -1.679       1687
  9     -4.216     -1.507       1688
 10     -3.736     -1.335       1689
 11     -3.255     -1.164       1690
 12     -2.774    -0.9918       1691
 13     -2.294      -0.82       1692
 14     -1.813    -0.6482       1693
 15     -1.333    -0.4763       1694
 16    -0.8519    -0.3045       1695
 17    -0.3713    -0.1327       1696
 18     0.1094    0.03909       1697
 19       0.59     0.2109       1698
 20      1.071     0.3827       1699
 21      1.551     0.5545       1700
 22      2.032     0.7263       1701
 23      2.513     0.8982       1702
 24      2.993       1.07       1703
 25      3.474      1.242       1704
 26      3.954      1.414       1705
 27      4.435      1.585       1706
 28      4.916      1.757       1707
 29      5.396      1.929       1708
 30      5.877      2.101       1709
 31      6.358      2.273       1710
 32      6.838      2.444       1711
 33      7.319      2.616       1712
 34        7.8      2.788       1713
 35       8.28       2.96       1714
 36      8.761      3.132       1715
 37      9.241      3.304       1716
 38      9.722      3.475       1717
 39       10.2      3.647       1718
 40      10.68      3.819       1719
 41      11.16      3.991       1720
  1     -8.049     -2.355       1680
  2      -7.57     -2.215       1681
  3      -7.09     -2.074       1682
  4     -6.611     -1.934       1683
  5     -6.131     -1.794       1684
  6     -5.652     -1.654       1685
  7     -5.172     -1.513       1686
  8     -4.693     -1.373       1687
  9     -4.213     -1.233       1688
 10     -3.733     -1.092       1689
 11     -3.254    -0.9521       1690
 12     -2.774    -0.8118       1691
 13     -2.295    -0.6715       1692
 14     -1.815    -0.5312       1693
 15     -1.336    -0.3909       1694
 16    -0.8562    -0.2506       1695
 17    -0.3767    -0.1103       1696
 18     0.1028    0.03004       1697
 19     0.5824     0.1703       1698
 20      1.062     0.3106       1699
 21      1.541      0.451       1700
 22      2.021     0.5913       1701
 23        2.5     0.7316       1702
 24       2.98     0.8719       1703
 25       3.46      1.012       1704
 26      3.939      1.152       1705
 27      4.419      1.293       1706
 28      4.898      1.433       1707
 29      5.378      1.573       1708
 30      5.857      1.714       1709
 31      6.337      1.854       1710
 32      6.816      1.994       1711
 33      7.296      2.135       1712
 34      7.775      2.275       1713
 35      8.255      2.415       1714
 36      8.734      2.555       1715
 37      9.214      2.696       1716
 38      9.693      2.836       1717
 39      10.17      2.976       1718
 40      10.65      3.117       1719
 41      11.13      3.257       1720
  1     -8.039      -1.83       1680
  2     -7.561     -1.721       1681
  3     -7.082     -1.612       1682
  4     -6.603     -1.503       1683
  5     -6.125     -1.394       1684
  6     -5.646     -1.285       1685
  7     -5.168     -1.176       1686
  8     -4.689     -1.067       1687
  9      -4.21    -0.9584       1688
 10     -3.732    -0.8495       1689
 11     -3.253    -0.7405       1690
 12     -2.774    -0.6316       1691
 13     -2.296    -0.5226       1692
 14     -1.817    -0.4136       1693
 15     -1.338    -0.3047       1694
 16    -0.8596    -0.1957       1695
 17     -0.381   -0.08678       1696
 18    0.09767    0.02218       1697
 19     0.5763     0.1311       1698
 20      1.055     0.2401       1699
 21      1.534      0.349       1700
 22      2.012      0.458       1701
 23      2.491      0.567       1702
 24       2.97     0.6759       1703
 25      3.448     0.7849       1704
 26      3.927     0.8938       1705
 27      4.406      1.003       1706
 28      4.884      1.112       1707
 29      5.363      1.221       1708
 30      5.842       1.33       1709
 31       6.32      1.439       1710
 32      6.799      1.548       1711
 33      7.277      1.657       1712
 34      7.756      1.765       1713
 35      8.235      1.874       1714
 36      8.713      1.983       1715
 37      9.192      2.092       1716
 38      9.671      2.201       1717
 39      10.15       2.31       1718
 40      10.63      2.419       1719
 41      11.11      2.528       1720
  1     -8.032     -1.306       1680
  2     -7.554     -1.228       1681
  3     -7.076     -1.151       1682
  4     -6.598     -1.073       1683
  5      -6.12    -0.9953       1684
  6     -5.642    -0.9175       1685
  7     -5.164    -0.8398       1686
  8     -4.686    -0.7621       1687
  9     -4.208    -0.6843       1688
 10      -3.73    -0.6066       1689
 11     -3.252    -0.5289       1690
 12     -2.774    -0.4511       1691
 13     -2.296    -0.3734       1692
 14     -1.818    -0.2957       1693
 15      -1.34    -0.2179       1694
 16    -0.8622    -0.1402       1695
 17    -0.3842   -0.06245       1696
 18    0.09375    0.01528       1697
 19     0.5718    0.09302       1698
 20       1.05     0.1708       1699
 21      1.528     0.2485       1700
 22      2.006     0.3262       1701
 23      2.484      0.404       1702
 24      2.962     0.4817       1703
 25       3.44     0.5594       1704
 26      3.918     0.6372       1705
 27      4.396     0.7149       1706
 28      4.874     0.7926       1707
 29      5.352     0.8704       1708
 30       5.83     0.9481       1709
 31      6.308      1.026       1710
 32      6.786      1.104       1711
 33      7.264      1.181       1712
 34      7.742      1.259       1713
 35       8.22      1.337       1714
 36      8.698      1.415       1715
 37      9.176      1.492       1716
 38      9.654       1.57       1717
 39      10.13      1.648       1718
 40      10.61      1.725       1719
 41      11.09      1.803       1720
  1     -8.027    -0.7835       1680
  2      -7.55    -0.7369       1681
  3     -7.072    -0.6903       1682
  4     -6.595    -0.6437       1683
  5     -6.117    -0.5971       1684
  6      -5.64    -0.5505       1685
  7     -5.162    -0.5039       1686
  8     -4.684    -0.4573       1687
